1,0,NCT02883933,2
1,0,NCT03070392,2
1,0,NCT02281760,2
1,0,NCT00272415,2
1,0,NCT01502696,2
1,0,NCT01377025,2
1,0,NCT01239134,2
1,0,NCT01253759,2
1,0,NCT00543205,2
1,0,NCT00256282,2
1,0,NCT02147951,2
1,0,NCT01864759,2
1,0,NCT02416232,1
1,0,NCT01009515,1
1,0,NCT02273219,1
1,0,NCT01281722,1
1,0,NCT00264056,1
1,0,NCT00406900,1
1,0,NCT02879474,1
1,0,NCT00199342,1
1,0,NCT02166788,1
1,0,NCT00585000,1
1,0,NCT01079741,1
1,0,NCT02854657,1
1,0,NCT02949154,1
1,0,NCT01311466,1
1,0,NCT01767454,1
1,0,NCT00839410,1
1,0,NCT02573259,1
1,0,NCT01586195,1
1,0,NCT01099514,1
1,0,NCT00949702,1
1,0,NCT00729950,1
1,0,NCT02173171,1
1,0,NCT01681212,1
1,0,NCT01351103,1
1,0,NCT01320085,1
1,0,NCT00936221,1
1,0,NCT01925118,1
1,0,NCT00304525,1
1,0,NCT01657591,1
1,0,NCT02202200,1
1,0,NCT02452294,1
1,0,NCT01438658,1
1,0,NCT02404441,1
1,0,NCT00256230,1
1,0,NCT00540930,1
1,0,NCT01497808,1
1,0,NCT01888081,1
1,0,NCT02768207,1
1,0,NCT01960829,1
1,0,NCT00281541,1
1,0,NCT01543113,1
1,0,NCT02905266,1
1,0,NCT01107418,1
1,0,NCT01897116,1
1,0,NCT00733798,1
1,0,NCT01338389,1
1,0,NCT01840007,1
1,0,NCT00871533,1
1,0,NCT01425008,1
1,0,NCT00616564,1
1,0,NCT02352623,1
1,0,NCT01978236,1
1,0,NCT02889861,1
1,0,NCT01168050,1
1,0,NCT01973322,1
1,0,NCT02451488,1
1,0,NCT02263508,1
1,0,NCT02739386,1
1,0,NCT02608034,1
1,0,NCT01605162,1
1,0,NCT00747825,1
1,0,NCT02968303,1
1,0,NCT02575404,1
1,0,NCT01801358,1
1,0,NCT02602756,1
1,0,NCT02437279,0
1,0,NCT01942993,0
1,0,NCT00358319,0
1,0,NCT01984255,0
1,0,NCT00535314,0
1,0,NCT02562625,0
