1,0,NCT01800370,9.586224555969238
1,0,NCT01850212,9.489299774169922
1,0,NCT02125305,9.380289077758789
1,0,NCT02961257,9.364349365234375
1,0,NCT01843556,9.33376407623291
1,0,NCT00969774,9.274396896362305
1,0,NCT02994394,9.234429359436035
1,0,NCT01985399,9.202790260314941
1,0,NCT01469481,9.157350540161133
1,0,NCT02361034,8.952059745788574
1,0,NCT01258699,8.948074340820312
1,0,NCT02237742,8.883068084716797
1,0,NCT00112151,8.87069320678711
1,0,NCT01017458,8.832139015197754
1,0,NCT02095249,8.800968170166016
1,0,NCT02333318,8.77446174621582
1,0,NCT02075268,8.683947563171387
1,0,NCT00618579,8.669868469238281
1,0,NCT01042834,8.642374038696289
1,0,NCT00028353,8.62984561920166
1,0,NCT03098836,8.62380313873291
1,0,NCT01951027,8.609631538391113
1,0,NCT00893893,8.605622291564941
1,0,NCT00487136,8.60034465789795
1,0,NCT01970020,8.599656105041504
1,0,NCT00663611,8.597691535949707
1,0,NCT01228318,8.568302154541016
1,0,NCT01652339,8.558602333068848
1,0,NCT01818232,8.54588794708252
1,0,NCT02794259,8.536532402038574
1,0,NCT02794272,8.536532402038574
1,0,NCT02796807,8.534930229187012
1,0,NCT02199197,8.53437614440918
1,0,NCT02883933,8.508443832397461
1,0,NCT00901342,8.490765571594238
1,0,NCT02049697,8.463968276977539
1,0,NCT02692677,8.459746360778809
1,0,NCT01118559,8.439810752868652
1,0,NCT01133431,8.43894100189209
1,0,NCT02736604,8.428176879882812
1,0,NCT02298920,8.419636726379395
1,0,NCT01949610,8.397573471069336
1,0,NCT03002779,8.389081954956055
1,0,NCT02614352,8.37481689453125
1,0,NCT01474226,8.365235328674316
1,0,NCT01724619,8.365157127380371
1,0,NCT01586013,8.353960990905762
1,0,NCT01487252,8.34495735168457
1,0,NCT01607879,8.3359956741333
1,0,NCT00178113,8.329188346862793
1,0,NCT02448004,8.319581985473633
1,0,NCT02072213,8.311751365661621
1,0,NCT00846274,8.305634498596191
1,0,NCT01909986,8.297758102416992
1,0,NCT02584179,8.294760704040527
1,0,NCT00776282,8.281660079956055
1,0,NCT02852772,8.279233932495117
1,0,NCT01630967,8.259123802185059
1,0,NCT02124213,8.25411319732666
1,0,NCT02572414,8.253151893615723
1,0,NCT02754687,8.251199722290039
1,0,NCT01066091,8.235239028930664
1,0,NCT02002455,8.228772163391113
1,0,NCT00577980,8.202466011047363
1,0,NCT02675192,8.197278022766113
1,0,NCT00124410,8.184849739074707
1,0,NCT00072670,8.178445816040039
1,0,NCT00076141,8.170000076293945
1,0,NCT00171639,8.16452693939209
1,0,NCT02998619,8.150087356567383
1,0,NCT01710280,8.149627685546875
1,0,NCT01836861,8.14638614654541
1,0,NCT02531204,8.14358901977539
1,0,NCT02273479,8.143486022949219
1,0,NCT02090114,8.142965316772461
1,0,NCT00365729,8.134259223937988
1,0,NCT00260936,8.132495880126953
1,0,NCT00007540,8.131787300109863
1,0,NCT02426151,8.126785278320312
1,0,NCT01888055,8.120116233825684
1,0,NCT00612417,8.11833667755127
1,0,NCT02997709,8.113374710083008
1,0,NCT01620593,8.107232093811035
1,0,NCT01007929,8.102254867553711
1,0,NCT01813292,8.098937034606934
1,0,NCT01211652,8.0956449508667
